Img name,Clusters kmeans,Clusters gmm
thermal_2020-08-18_1597723927_0_0.png,1,0
thermal_2020-03-14_1584160927_0_0.png,3,2
thermal_2020-06-27_1593218108_0_0.png,3,1
thermal_2019-08-08_1565268626_0_0.png,2,1
thermal_2020-08-25_1598323808_0_0.png,1,0
thermal_2020-02-13_1581571568_0_0.png,3,2
thermal_2019-11-25_1574705287_0_0.png,0,2
thermal_2020-06-12_1591986787_0_0.png,0,2
thermal_2020-07-05_1593961207_0_0.png,3,1
thermal_2019-10-06_1570336095_0_0.png,1,0
thermal_2021-03-07_1615111819_0_0.png,2,0
thermal_2020-02-11_1581421875_0_0.png,3,3
thermal_2020-03-15_1584286088_0_0.png,0,3
thermal_2020-08-18_1597787828_0_0.png,1,0
thermal_2020-04-02_1585850768_0_0.png,3,2
thermal_2020-01-16_1579159508_0_0.png,0,2
thermal_2019-10-13_1570994948_0_0.png,1,0
thermal_2020-04-27_1587971468_0_0.png,3,1
thermal_2021-04-21_1618975807_0_0.png,1,0
thermal_2020-12-07_1607381888_0_0.png,3,2
thermal_2020-08-18_1597742528_0_0.png,2,0
thermal_2020-08-10_1597088528_0_0.png,3,1
thermal_2019-06-26_1561544359_0_0.png,1,0
thermal_2019-12-26_1577359388_0_0.png,0,3
thermal_2019-10-01_1569939075_0_0.png,2,0
thermal_2020-08-21_1598040548_0_0.png,2,0
thermal_2020-07-05_1593955387_0_0.png,0,3
thermal_2021-01-27_1611753626_0_0.png,1,0
thermal_2020-08-05_1596645494_0_0.png,2,0
thermal_2020-02-25_1582595408_0_0.png,0,2
thermal_2021-03-31_1617170419_0_0.png,2,0
thermal_2020-09-13_1599973088_0_0.png,1,0
thermal_2020-07-29_1596014528_0_0.png,3,1
thermal_2021-02-15_1613384419_0_0.png,2,0
thermal_2020-01-19_1579441635_0_0.png,0,3
thermal_2020-02-23_1582464735_0_0.png,0,3
thermal_2020-12-22_1608632108_0_0.png,2,0
thermal_2020-03-19_1584596587_0_0.png,3,2
thermal_2020-12-11_1607683688_0_0.png,2,0
thermal_2019-09-12_1568244608_0_0.png,1,0
thermal_2019-12-08_1575784387_0_0.png,0,2
thermal_2020-05-17_1589741107_0_0.png,3,1
thermal_2020-05-28_1590692407_0_0.png,3,1
thermal_2019-08-25_1566750080_0_0.png,2,0
thermal_2020-06-26_1593138427_0_0.png,3,1
thermal_2020-11-06_1604672047_0_0.png,2,0
thermal_2020-11-27_1606452967_0_0.png,1,0
thermal_2020-04-01_1585760947_0_0.png,3,1
thermal_2020-11-06_1604695808_0_0.png,1,0
thermal_2020-11-24_1606182608_0_0.png,1,0
thermal_2020-12-18_1608303855_0_0.png,2,0
thermal_2020-08-18_1597766768_0_0.png,2,0
thermal_2020-07-18_1595026088_0_0.png,3,1
thermal_2019-09-02_1567417339_0_0.png,2,0
thermal_2019-10-12_1570859167_0_0.png,1,0
thermal_2020-01-09_1578544748_0_0.png,0,2
thermal_2019-12-17_1576564601_0_0.png,0,3
thermal_2020-08-27_1598502068_0_0.png,1,0
thermal_2020-01-12_1578784928_0_0.png,0,2
thermal_2020-06-22_1592836455_0_0.png,3,3
thermal_2020-11-15_1605425407_0_0.png,1,0
thermal_2020-02-23_1582415528_0_0.png,0,2
thermal_2020-11-08_1604805967_0_0.png,1,0
thermal_2020-09-12_1599916207_0_0.png,3,1
thermal_2020-07-03_1593802327_0_0.png,3,1
thermal_2020-09-11_1599851048_0_0.png,1,0
thermal_2020-07-26_1595738468_0_0.png,3,1
thermal_2020-08-04_1596552907_0_0.png,2,0
thermal_2020-05-09_1589028008_0_0.png,0,3
thermal_2020-06-06_1591443007_0_0.png,3,1
thermal_2020-09-24_1600936807_0_0.png,2,0
thermal_2020-03-24_1585080547_0_0.png,0,2
thermal_2019-07-11_1562832982_0_0.png,2,0
thermal_2020-02-08_1581179348_0_0.png,3,2
thermal_2020-11-04_1604487548_0_0.png,2,0
thermal_2020-03-09_1583775848_0_0.png,0,2
thermal_2020-05-10_1589141414_0_0.png,3,1
thermal_2020-05-27_1590546194_0_0.png,3,1
thermal_2020-09-14_1600103227_0_0.png,2,0
thermal_2020-05-08_1588972268_0_0.png,3,1
thermal_2019-07-17_1563349159_0_0.png,2,0
thermal_2020-04-29_1588191428_0_0.png,3,2
thermal_2019-10-24_1571897294_0_0.png,3,1
thermal_2020-08-11_1597131308_0_0.png,2,0
thermal_2020-08-14_1597402808_0_0.png,2,1
thermal_2020-03-04_1583330888_0_0.png,0,3
thermal_2020-07-28_1595916307_0_0.png,3,1
thermal_2020-11-04_1604488388_0_0.png,2,0
thermal_2019-10-14_1571026207_0_0.png,1,0
thermal_2020-01-22_1579660987_0_0.png,0,2
thermal_2020-04-21_1587462607_0_0.png,3,1
thermal_2020-11-15_1605409388_0_0.png,1,0
thermal_2020-04-23_1587637088_0_0.png,0,3
thermal_2019-08-30_1567155019_0_0.png,2,0
thermal_2020-03-18_1584542407_0_0.png,0,3
thermal_2019-08-22_1566497486_0_0.png,1,0
thermal_2019-10-04_1570216807_0_0.png,1,0
thermal_2020-08-01_1596280868_0_0.png,2,0
thermal_2021-02-18_1613647219_0_0.png,2,0
thermal_2021-05-02_1619969407_0_0.png,2,0
thermal_2019-08-28_1566974539_0_0.png,2,0
thermal_2020-06-06_1591437728_0_0.png,3,1
thermal_2020-08-13_1597331587_0_0.png,2,0
thermal_2019-07-06_1562389759_0_0.png,1,0
thermal_2020-02-25_1582621147_0_0.png,0,3
thermal_2019-12-28_1577520488_0_0.png,0,3
thermal_2020-05-21_1590083954_0_0.png,3,1
thermal_2020-09-09_1599651848_0_0.png,3,1
thermal_2019-07-05_1562336779_0_0.png,3,1
thermal_2019-07-01_1561986488_0_0.png,1,0
thermal_2020-06-15_1592247488_0_0.png,3,1
thermal_2020-09-21_1600703587_0_0.png,2,0
thermal_2020-08-24_1598220968_0_0.png,1,0
thermal_2020-06-20_1592633648_0_0.png,3,1
thermal_2020-11-12_1605214448_0_0.png,1,0
thermal_2019-08-19_1566187534_0_0.png,1,0
thermal_2020-06-25_1593042848_0_0.png,3,1
thermal_2020-04-07_1586217667_0_0.png,3,2
thermal_2020-07-11_1594468267_0_0.png,2,1
thermal_2020-04-29_1588179968_0_0.png,3,1
thermal_2020-09-21_1600690867_0_0.png,2,0
thermal_2020-04-25_1587804128_0_0.png,3,1
thermal_2019-09-22_1569129127_0_0.png,1,0
thermal_2020-01-30_1580390167_0_0.png,0,3
thermal_2020-04-11_1586625307_0_0.png,3,1
thermal_2020-04-15_1586974935_0_0.png,3,1
thermal_2020-06-07_1591543328_0_0.png,3,1
thermal_2020-08-22_1598056388_0_0.png,1,0
thermal_2020-06-12_1591934648_0_0.png,0,2
thermal_2020-03-13_1584108248_0_0.png,3,3
thermal_2020-08-03_1596483847_0_0.png,1,0
thermal_2020-11-23_1606091048_0_0.png,1,0
thermal_2020-06-30_1593486488_0_0.png,3,1
thermal_2020-04-17_1587115688_0_0.png,3,3
thermal_2021-06-03_1622699414_0_0.png,1,0
thermal_2020-07-17_1594986248_0_0.png,3,1
thermal_2019-11-26_1574790847_0_0.png,0,2
thermal_2020-07-29_1595994068_0_0.png,3,1
thermal_2020-09-08_1599546067_0_0.png,2,0
thermal_2019-08-13_1565719586_0_0.png,1,0
thermal_2020-09-02_1599037808_0_0.png,2,0
thermal_2020-05-18_1589795228_0_0.png,3,1
thermal_2019-09-05_1567650728_0_0.png,1,0
thermal_2019-10-08_1570513688_0_0.png,1,0
thermal_2020-01-19_1579429275_0_0.png,0,3
thermal_2021-05-14_1621021208_0_0.png,1,0
thermal_2020-01-07_1578434108_0_0.png,0,2
thermal_2020-04-22_1587553635_0_0.png,0,3
thermal_2020-12-05_1607160548_0_0.png,1,0
thermal_2020-11-18_1605718088_0_0.png,1,0
thermal_2020-07-12_1594519027_0_0.png,3,1
thermal_2020-05-26_1590450908_0_0.png,3,1
thermal_2020-03-09_1583787135_0_0.png,0,2
thermal_2020-02-22_1582363688_0_0.png,0,3
thermal_2020-06-06_1591464134_0_0.png,3,1
thermal_2020-05-27_1590597608_0_0.png,2,1
thermal_2020-07-02_1593672787_0_0.png,3,1
thermal_2020-08-24_1598259007_0_0.png,2,0
thermal_2020-06-05_1591355648_0_0.png,3,1
thermal_2019-09-03_1567539272_0_0.png,1,0
thermal_2019-07-04_1562233519_0_0.png,2,0
thermal_2019-09-06_1567797900_0_0.png,1,0
thermal_2019-08-24_1566614108_0_0.png,1,0
thermal_2020-05-08_1588895588_0_0.png,3,2
thermal_2020-08-27_1598563868_0_0.png,1,0
thermal_2020-12-17_1608173168_0_0.png,1,0
thermal_2019-09-20_1568931967_0_0.png,1,0
thermal_2020-01-22_1579710967_0_0.png,0,2
thermal_2019-10-13_1570942207_0_0.png,1,0
thermal_2020-01-07_1578413827_0_0.png,0,2
thermal_2020-07-09_1594298467_0_0.png,3,1
thermal_2020-01-09_1578526088_0_0.png,0,2
thermal_2020-04-08_1586332508_0_0.png,3,1
thermal_2020-08-11_1597126988_0_0.png,2,0
thermal_2019-09-10_1568129599_0_0.png,2,0
thermal_2020-03-28_1585429575_0_0.png,3,2
thermal_2019-09-17_1568756047_0_0.png,1,0
thermal_2019-09-12_1568325128_0_0.png,1,0
thermal_2020-02-10_1581361567_0_0.png,0,3
thermal_2020-05-19_1589870167_0_0.png,3,1
thermal_2020-04-05_1586061128_0_0.png,0,2
thermal_2020-01-30_1580397855_0_0.png,2,3
thermal_2019-06-30_1561888987_0_0.png,1,0
thermal_2020-06-19_1592562488_0_0.png,3,1
thermal_2020-09-08_1599598927_0_0.png,1,0
thermal_2020-07-25_1595693708_0_0.png,3,1
thermal_2020-02-24_1582550828_0_0.png,0,3
thermal_2019-08-28_1566969199_0_0.png,1,0
thermal_2019-10-04_1570140307_0_0.png,1,0
thermal_2020-08-23_1598205674_0_0.png,2,0
thermal_2019-09-28_1569637208_0_0.png,1,0
thermal_2020-07-22_1595373128_0_0.png,0,2
thermal_2019-07-09_1562634068_0_0.png,1,0
thermal_2019-11-23_1574543588_0_0.png,0,2
thermal_2019-10-16_1571234527_0_0.png,3,1
thermal_2020-07-19_1595113207_0_0.png,3,1
thermal_2020-11-07_1604774708_0_0.png,1,0
thermal_2021-06-27_1624755607_0_0.png,1,0
thermal_2020-08-03_1596470288_0_0.png,1,0
thermal_2020-09-13_1600026015_0_0.png,1,0
thermal_2019-12-12_1576186514_0_0.png,0,2
thermal_2019-08-17_1566042560_0_0.png,2,0
thermal_2020-11-21_1605966674_0_0.png,1,0
thermal_2020-04-05_1586052727_0_0.png,3,2
thermal_2020-08-28_1598596867_0_0.png,2,0
thermal_2020-08-06_1596685268_0_0.png,1,0
thermal_2020-03-12_1583977748_0_0.png,3,2
thermal_2020-07-04_1593865448_0_0.png,3,3
thermal_2020-01-27_1580105058_0_0.png,0,2
thermal_2019-09-02_1567392435_0_0.png,1,0
thermal_2020-08-18_1597748474_0_0.png,2,1
thermal_2020-06-18_1592464087_0_0.png,3,1
thermal_2020-06-02_1591065968_0_0.png,3,2
thermal_2020-04-22_1587544568_0_0.png,3,1
thermal_2020-01-12_1578789907_0_0.png,0,2
thermal_2020-04-08_1586344447_0_0.png,0,3
thermal_2020-01-18_1579338614_0_0.png,0,3
thermal_2020-01-10_1578669428_0_0.png,0,3
thermal_2020-04-03_1585944128_0_0.png,3,1
thermal_2019-07-15_1563185299_0_0.png,2,0
thermal_2019-10-19_1571488448_0_0.png,2,0
thermal_2020-08-01_1596292328_0_0.png,3,1
thermal_2019-08-28_1566966698_0_0.png,1,0
thermal_2019-08-23_1566584840_0_0.png,1,0
thermal_2020-07-26_1595760788_0_0.png,3,1
thermal_2020-03-16_1584347168_0_0.png,0,3
thermal_2019-09-06_1567792159_0_0.png,1,0
thermal_2020-08-01_1596246787_0_0.png,2,0
thermal_2020-09-06_1599350594_0_0.png,1,0
thermal_2020-04-06_1586174047_0_0.png,0,3
thermal_2020-07-26_1595725448_0_0.png,3,1
thermal_2020-12-07_1607358187_0_0.png,1,0
thermal_2021-03-26_1616777408_0_0.png,1,0
thermal_2020-08-21_1597978034_0_0.png,1,0
thermal_2020-01-05_1578198427_0_0.png,0,2
thermal_2020-07-15_1594829287_0_0.png,3,1
thermal_2020-07-16_1594854668_0_0.png,3,1
thermal_2020-05-13_1589344748_0_0.png,0,2
thermal_2021-06-11_1623439808_0_0.png,1,0
thermal_2020-03-06_1583521987_0_0.png,0,2
thermal_2019-10-04_1570176015_0_0.png,2,0
thermal_2020-09-21_1600689488_0_0.png,2,0
thermal_2020-03-18_1584521834_0_0.png,0,3
thermal_2019-12-12_1576185555_0_0.png,0,2
thermal_2020-04-01_1585748288_0_0.png,0,3
thermal_2019-09-28_1569689834_0_0.png,1,0
thermal_2020-01-14_1579026368_0_0.png,0,2
thermal_2020-12-31_1609444635_0_0.png,1,0
thermal_2020-03-01_1583060295_0_0.png,0,3
thermal_2020-06-18_1592466248_0_0.png,3,1
thermal_2020-06-13_1592016315_0_0.png,0,2
thermal_2021-04-11_1618119608_0_0.png,1,0
thermal_2020-06-20_1592678594_0_0.png,3,1
thermal_2020-07-13_1594600814_0_0.png,3,1
thermal_2020-08-29_1598692148_0_0.png,1,0
thermal_2020-07-06_1594022648_0_0.png,3,1
thermal_2020-09-01_1598949675_0_0.png,2,0
thermal_2020-09-24_1600902908_0_0.png,1,0
thermal_2019-10-25_1571971867_0_0.png,3,2
thermal_2019-12-04_1575454095_0_0.png,0,3
thermal_2020-01-20_1579489268_0_0.png,0,2
thermal_2020-12-17_1608170468_0_0.png,1,0
thermal_2021-06-05_1622894419_0_0.png,1,0
thermal_2020-06-01_1591022654_0_0.png,3,1
thermal_2020-09-05_1599302235_0_0.png,2,0
thermal_2020-04-11_1586596868_0_0.png,3,3
thermal_2020-05-17_1589691248_0_0.png,3,2
thermal_2020-07-01_1593601507_0_0.png,3,1
thermal_2020-09-24_1600968607_0_0.png,1,0
thermal_2019-12-26_1577334608_0_0.png,0,2
thermal_2020-08-01_1596278648_0_0.png,2,0
thermal_2019-12-11_1576051808_0_0.png,3,1
thermal_2020-05-31_1590934688_0_0.png,0,3
thermal_2020-01-16_1579138988_0_0.png,0,2
thermal_2020-07-30_1596142867_0_0.png,2,0
thermal_2021-05-04_1620106808_0_0.png,2,0
thermal_2020-03-31_1585633447_0_0.png,2,1
thermal_2019-08-27_1566871748_0_0.png,1,0
thermal_2019-10-03_1570132507_0_0.png,1,0
thermal_2020-02-21_1582293308_0_0.png,0,3
thermal_2020-07-20_1595280254_0_0.png,3,1
thermal_2020-08-05_1596631628_0_0.png,2,0
thermal_2019-08-07_1565140808_0_0.png,1,0
thermal_2020-11-14_1605372427_0_0.png,1,0
thermal_2020-12-24_1608806467_0_0.png,1,0
thermal_2020-06-27_1593220747_0_0.png,3,1
thermal_2020-03-12_1584010027_0_0.png,3,3
thermal_2021-01-11_1610365268_0_0.png,2,0
thermal_2020-04-03_1585898648_0_0.png,3,3
thermal_2019-11-26_1574777768_0_0.png,2,3
thermal_2020-02-06_1580983634_0_0.png,3,1
thermal_2020-01-19_1579393568_0_0.png,0,2
thermal_2020-09-07_1599496028_0_0.png,2,0
thermal_2020-08-22_1598086508_0_0.png,2,0
thermal_2020-09-11_1599807608_0_0.png,2,0
thermal_2020-01-10_1578693608_0_0.png,0,2
thermal_2020-03-29_1585451708_0_0.png,3,2
thermal_2020-01-15_1579110308_0_0.png,0,2
thermal_2020-06-11_1591849928_0_0.png,3,1
thermal_2020-06-28_1593366368_0_0.png,3,1
thermal_2020-04-27_1587979994_0_0.png,0,3
thermal_2020-02-04_1580781187_0_0.png,0,2
thermal_2021-05-27_1622116219_0_0.png,2,0
thermal_2019-09-18_1568819587_0_0.png,2,0
thermal_2020-04-16_1587025567_0_0.png,3,1
thermal_2021-04-19_1618801807_0_0.png,1,0
thermal_2020-05-17_1589713868_0_0.png,3,1
thermal_2020-04-05_1586111168_0_0.png,3,1
thermal_2020-07-04_1593835807_0_0.png,3,1
thermal_2020-04-15_1586987467_0_0.png,3,2
thermal_2019-06-24_1561366459_0_0.png,1,0
thermal_2019-10-04_1570147928_0_0.png,1,0
thermal_2019-08-29_1567110548_0_0.png,1,0
thermal_2020-07-16_1594864567_0_0.png,3,1
thermal_2020-03-20_1584725535_0_0.png,3,1
thermal_2020-04-01_1585748770_0_0.png,0,3
thermal_2020-04-28_1588039688_0_0.png,3,2
thermal_2020-06-09_1591710967_0_0.png,2,1
thermal_2020-02-25_1582639088_0_0.png,0,3
thermal_2019-10-11_1570795927_0_0.png,2,1
thermal_2020-01-13_1578920767_0_0.png,0,3
thermal_2019-12-26_1577335208_0_0.png,0,2
thermal_2020-03-08_1583626867_0_0.png,0,2
thermal_2020-05-16_1589582288_0_0.png,3,2
thermal_2019-06-27_1561628484_0_0.png,1,0
thermal_2020-07-13_1594618568_0_0.png,3,1
thermal_2019-07-04_1562269400_0_0.png,1,0
thermal_2020-06-26_1593138487_0_0.png,3,1
thermal_2020-08-12_1597225928_0_0.png,2,0
thermal_2019-10-01_1569891308_0_0.png,1,0
thermal_2019-08-13_1565675179_0_0.png,1,0
thermal_2020-08-15_1597448887_0_0.png,1,0
thermal_2020-04-11_1586588048_0_0.png,3,1
thermal_2020-04-05_1586043375_0_0.png,3,2
thermal_2020-06-29_1593436448_0_0.png,0,3
thermal_2019-09-10_1568090421_0_0.png,1,0
thermal_2019-09-19_1568884988_0_0.png,2,0
thermal_2019-09-02_1567414579_0_0.png,2,0
thermal_2020-01-19_1579421407_0_0.png,0,2
thermal_2020-09-22_1600770435_0_0.png,2,0
thermal_2020-06-11_1591892888_0_0.png,3,1
thermal_2020-06-06_1591411387_0_0.png,3,2
thermal_2020-12-11_1607650148_0_0.png,1,0
thermal_2019-06-27_1561629019_0_0.png,1,0
thermal_2020-12-05_1607156774_0_0.png,1,0
thermal_2019-06-26_1561569740_0_0.png,1,0
thermal_2019-06-30_1561859774_0_0.png,1,0
thermal_2019-10-14_1571054235_0_0.png,2,1
thermal_2020-04-19_1587290287_0_0.png,3,1
thermal_2020-07-28_1595941267_0_0.png,3,1
thermal_2021-03-06_1615027819_0_0.png,3,1
thermal_2020-02-10_1581333548_0_0.png,0,3
thermal_2020-12-15_1608002648_0_0.png,1,0
thermal_2020-02-28_1582900748_0_0.png,3,1
thermal_2020-03-18_1584553388_0_0.png,3,2
thermal_2021-06-13_1623559207_0_0.png,1,0
thermal_2020-01-19_1579439107_0_0.png,0,3
thermal_2020-06-03_1591161128_0_0.png,3,1
thermal_2020-09-22_1600779548_0_0.png,2,0
thermal_2020-02-14_1581685154_0_0.png,0,3
thermal_2020-05-08_1588935307_0_0.png,0,3
thermal_2020-04-15_1586938688_0_0.png,3,1
thermal_2020-05-06_1588791488_0_0.png,3,1
thermal_2019-06-30_1561919828_0_0.png,1,0
thermal_2020-05-03_1588462207_0_0.png,3,2
thermal_2020-02-06_1580980508_0_0.png,2,1
thermal_2021-06-07_1623096008_0_0.png,1,0
thermal_2020-09-04_1599223567_0_0.png,3,1
thermal_2021-07-05_1625488220_0_0.png,1,0
thermal_2020-05-22_1590139807_0_0.png,3,1
thermal_2020-06-13_1592078947_0_0.png,3,2
thermal_2020-06-08_1591625167_0_0.png,3,1
thermal_2021-02-15_1613386226_0_0.png,2,0
thermal_2020-07-18_1595031907_0_0.png,3,1
thermal_2020-04-19_1587278528_0_0.png,3,1
thermal_2020-05-08_1588972568_0_0.png,3,1
thermal_2020-03-07_1583571488_0_0.png,0,3
thermal_2020-02-20_1582168747_0_0.png,0,2
thermal_2020-04-13_1586763254_0_0.png,3,1
thermal_2019-12-06_1575647948_0_0.png,0,2
thermal_2020-12-11_1607702468_0_0.png,3,2
thermal_2020-07-30_1596125948_0_0.png,2,0
thermal_2020-05-29_1590754807_0_0.png,3,1
thermal_2020-03-09_1583792234_0_0.png,0,2
thermal_2019-08-26_1566771908_0_0.png,1,0
thermal_2020-02-23_1582492268_0_0.png,0,2
thermal_2019-07-06_1562438419_0_0.png,1,0
thermal_2019-08-02_1564717807_0_0.png,1,0
thermal_2020-07-11_1594460348_0_0.png,3,1
thermal_2020-05-28_1590660068_0_0.png,2,1
thermal_2020-09-12_1599883215_0_0.png,1,0
thermal_2020-04-06_1586192168_0_0.png,3,1
thermal_2020-09-07_1599466148_0_0.png,2,0
thermal_2019-10-26_1572071887_0_0.png,3,2
thermal_2020-01-22_1579667894_0_0.png,0,2
thermal_2019-08-24_1566599828_0_0.png,1,0
thermal_2020-07-25_1595679607_0_0.png,0,3
thermal_2020-05-07_1588802895_0_0.png,3,2
thermal_2020-04-27_1587957007_0_0.png,3,2
thermal_2021-06-29_1624987209_0_0.png,1,0
thermal_2020-04-15_1586951108_0_0.png,0,3
thermal_2020-04-24_1587764408_0_0.png,3,2
thermal_2020-12-30_1609317907_0_0.png,1,0
thermal_2020-01-06_1578307094_0_0.png,0,3
thermal_2019-12-04_1575444487_0_0.png,0,2
thermal_2020-01-05_1578194047_0_0.png,0,2
thermal_2020-04-08_1586307067_0_0.png,3,2
thermal_2019-12-28_1577567595_0_0.png,0,2
thermal_2019-08-09_1565360419_0_0.png,3,1
thermal_2019-09-18_1568842154_0_0.png,1,0
thermal_2020-06-19_1592603528_0_0.png,3,1
thermal_2020-07-25_1595686334_0_0.png,0,3
thermal_2020-05-24_1590295147_0_0.png,3,0
thermal_2020-07-26_1595790188_0_0.png,3,1
thermal_2020-05-09_1589022488_0_0.png,0,3
thermal_2020-07-09_1594313588_0_0.png,2,1
thermal_2020-05-02_1588412288_0_0.png,3,1
thermal_2020-02-13_1581580814_0_0.png,2,1
thermal_2019-07-18_1563436226_0_0.png,2,0
thermal_2019-08-13_1565666228_0_0.png,1,0
thermal_2021-01-12_1610441827_0_0.png,1,0
thermal_2020-04-15_1586960167_0_0.png,0,3
thermal_2019-08-25_1566728779_0_0.png,2,1
thermal_2019-09-06_1567807035_0_0.png,1,0
thermal_2020-06-26_1593141908_0_0.png,3,1
thermal_2020-08-04_1596568448_0_0.png,1,0
thermal_2020-12-17_1608195967_0_0.png,2,0
thermal_2020-04-24_1587756675_0_0.png,3,2
thermal_2020-09-13_1600011368_0_0.png,2,0
thermal_2019-08-12_1565645587_0_0.png,1,0
thermal_2019-12-15_1576418887_0_0.png,0,2
thermal_2020-07-25_1595628488_0_0.png,3,1
thermal_2020-07-17_1594996148_0_0.png,3,1
thermal_2020-03-21_1584755887_0_0.png,3,2
thermal_2020-07-27_1595833988_0_0.png,3,1
thermal_2020-12-21_1608574208_0_0.png,1,0
thermal_2020-11-14_1605388508_0_0.png,1,0
thermal_2019-06-28_1561716014_0_0.png,1,0
thermal_2020-07-06_1594045028_0_0.png,3,1
thermal_2019-11-22_1574449628_0_0.png,1,0
thermal_2020-08-02_1596374655_0_0.png,2,0
thermal_2019-08-13_1565703506_0_0.png,2,0
thermal_2020-07-16_1594853108_0_0.png,3,1
thermal_2020-06-18_1592493668_0_0.png,3,1
thermal_2020-04-04_1585961887_0_0.png,3,2
thermal_2019-09-27_1569592748_0_0.png,2,1
thermal_2020-08-29_1598725388_0_0.png,1,0
thermal_2019-10-15_1571110567_0_0.png,1,0
thermal_2020-04-25_1587775215_0_0.png,3,2
thermal_2020-09-25_1601021528_0_0.png,2,0
thermal_2021-04-25_1619360419_0_0.png,2,0
thermal_2020-09-01_1598975168_0_0.png,2,0
thermal_2020-08-06_1596723488_0_0.png,2,0
thermal_2020-04-10_1586474227_0_0.png,3,2
thermal_2019-07-16_1563236408_0_0.png,1,0
thermal_2020-06-03_1591174328_0_0.png,3,1
thermal_2019-09-25_1569410347_0_0.png,2,0
thermal_2020-03-14_1584174667_0_0.png,0,3
thermal_2019-12-07_1575758647_0_0.png,0,2
thermal_2020-01-13_1578897127_0_0.png,0,2
thermal_2020-08-24_1598272327_0_0.png,2,1
thermal_2021-01-11_1610394068_0_0.png,1,0
thermal_2019-10-09_1570649954_0_0.png,1,0
thermal_2020-04-06_1586199188_0_0.png,3,1
thermal_2020-07-29_1595999768_0_0.png,3,1
thermal_2019-07-06_1562412499_0_0.png,1,0
thermal_2020-08-05_1596615487_0_0.png,2,0
thermal_2020-07-18_1595046547_0_0.png,3,1
thermal_2020-08-18_1597778288_0_0.png,1,0
thermal_2020-01-22_1579673167_0_0.png,0,2
thermal_2020-06-22_1592800574_0_0.png,3,1
thermal_2020-08-07_1596828908_0_0.png,1,0
thermal_2020-12-23_1608716715_0_0.png,1,0
thermal_2019-08-21_1566356888_0_0.png,1,0
thermal_2020-09-01_1598959507_0_0.png,2,1
thermal_2019-08-29_1567066459_0_0.png,2,0
thermal_2020-09-02_1599049568_0_0.png,2,0
thermal_2020-03-29_1585469108_0_0.png,3,1
thermal_2020-08-08_1596894488_0_0.png,2,1
thermal_2019-08-22_1566466998_0_0.png,2,0
thermal_2020-03-16_1584383527_0_0.png,3,2
thermal_2020-09-19_1600510328_0_0.png,2,0
thermal_2021-01-20_1611169387_0_0.png,1,0
thermal_2020-04-13_1586738108_0_0.png,3,1
thermal_2020-04-02_1585787348_0_0.png,3,2
thermal_2019-08-27_1566882679_0_0.png,1,0
thermal_2020-01-30_1580362268_0_0.png,0,2
thermal_2020-02-15_1581722408_0_0.png,0,2
thermal_2020-09-17_1600348095_0_0.png,3,1
thermal_2021-03-05_1614949220_0_0.png,2,0
thermal_2020-08-20_1597888927_0_0.png,1,0
thermal_2020-04-10_1586527328_0_0.png,0,3
thermal_2019-07-04_1562255779_0_0.png,2,0
thermal_2020-05-18_1589767695_0_0.png,3,2
thermal_2020-03-12_1583970487_0_0.png,3,2
thermal_2020-01-10_1578691988_0_0.png,0,2
thermal_2020-05-24_1590328447_0_0.png,3,3
thermal_2019-08-25_1566693008_0_0.png,1,0
thermal_2020-04-27_1587962587_0_0.png,0,2
thermal_2020-01-27_1580107508_0_0.png,0,2
thermal_2020-08-20_1597919168_0_0.png,2,1
thermal_2020-05-11_1589154127_0_0.png,3,1
thermal_2020-04-20_1587376687_0_0.png,3,3
thermal_2019-07-07_1562488159_0_0.png,2,0
thermal_2019-08-29_1567062199_0_0.png,2,0
thermal_2020-06-03_1591154767_0_0.png,3,2
thermal_2020-08-28_1598590208_0_0.png,2,0
thermal_2019-09-25_1569371108_0_0.png,1,0
thermal_2020-09-18_1600423147_0_0.png,2,0
thermal_2020-12-07_1607369827_0_0.png,1,0
thermal_2020-01-16_1579164247_0_0.png,0,3
thermal_2020-08-13_1597294934_0_0.png,2,0
thermal_2020-03-26_1585209128_0_0.png,2,3
thermal_2020-07-28_1595893088_0_0.png,3,1
thermal_2020-08-16_1597548547_0_0.png,1,0
thermal_2020-12-05_1607183828_0_0.png,1,0
thermal_2020-12-23_1608735847_0_0.png,1,0
thermal_2019-09-23_1569237668_0_0.png,2,0
thermal_2020-08-31_1598846348_0_0.png,1,0
thermal_2021-05-28_1622153408_0_0.png,1,0
thermal_2020-04-23_1587597727_0_0.png,3,2
thermal_2020-06-24_1593014588_0_0.png,3,1
thermal_2020-01-25_1579951988_0_0.png,0,3
thermal_2020-04-21_1587485708_0_0.png,3,1
thermal_2020-02-11_1581379687_0_0.png,0,3
thermal_2020-11-14_1605344467_0_0.png,2,0
thermal_2019-10-01_1569912968_0_0.png,1,0
thermal_2020-08-21_1598012288_0_0.png,3,1
thermal_2019-09-28_1569628988_0_0.png,1,0
thermal_2020-07-22_1595377087_0_0.png,3,2
thermal_2020-01-26_1579999815_0_0.png,0,2
thermal_2020-11-18_1605717255_0_0.png,1,0
thermal_2019-09-20_1568959328_0_0.png,1,0
thermal_2020-04-13_1586798288_0_0.png,3,1
thermal_2020-06-07_1591563067_0_0.png,3,1
thermal_2019-12-18_1576684088_0_0.png,0,2
thermal_2019-09-12_1568283859_0_0.png,2,0
